id,loan_paid_back
593994,0.8048234420621467
593995,0.8258225283373579
593996,0.3381272875192613
593997,0.786576592092538
593998,0.825280152091832
593999,0.8275507671712607
594000,0.8324848797685394
594001,0.8313147260735101
594002,0.8156421874911702
594003,0.0143309431092227
594004,0.0563687003909579
594005,0.838329837585041
594006,0.6874348081937706
594007,0.0351828238286383
594008,0.8314560116104522
594009,0.6414349742299765
594010,0.8401145571417112
594011,0.6709942051730845
594012,0.8344205399652062
594013,0.8120126020880375
594014,0.3584819537957306
594015,0.837994638852055
594016,0.8060186039555575
594017,0.777425144881694
594018,0.7844469965086165
594019,0.0256581572129536
594020,0.6328871708179615
594021,0.2136493802817964
594022,0.8309035149770383
594023,0.0217796163755156
594024,0.8274673417812799
594025,0.814876237798162
594026,0.8387891270968486
594027,0.6496276861098843
594028,0.7869486821141332
594029,0.3790669432034201
594030,0.8072764205442808
594031,0.5082487664865775
594032,0.7649069354696894
594033,0.8091273074364048
594034,0.8094842994596345
594035,0.2426013657294205
594036,0.761845007489308
594037,0.819683947054364
594038,0.8421739394469183
594039,0.7578519630448217
594040,0.7319219856824994
594041,0.8429011163580622
594042,0.0815530799437301
594043,0.768259894798222
594044,0.7822768303780315
594045,0.843754736551404
594046,0.8450294243796942
594047,0.8070161911953129
594048,0.7549031306660762
594049,0.2156838076285814
594050,0.8351315247492029
594051,0.795315977103672
594052,0.6579948695750748
594053,0.7915862951250492
594054,0.6194691772223582
594055,0.8439545485378084
594056,0.6803353165790884
594057,0.8364790289971817
594058,0.824306642341158
594059,0.8342746141350713
594060,0.8381487554807884
594061,0.02082257133262
594062,0.0348889831351242
594063,0.7302428128932793
594064,0.7306338912677629
594065,0.8446862179533763
594066,0.7568058890650761
594067,0.0152292616553897
594068,0.2582360815600366
594069,0.7820912428869289
594070,0.7863933980676066
594071,0.776105942726994
594072,0.8397401720400983
594073,0.7487752223275244
594074,0.752747927908724
594075,0.8212678957569156
594076,0.1041406973210438
594077,0.7946129630989092
594078,0.6721592761504727
594079,0.8176507840080479
594080,0.8436976430919831
594081,0.1420632468733894
594082,0.7668486236235597
594083,0.8314569011695379
594084,0.2056621977997912
594085,0.7875356676221887
594086,0.0201114567579847
594087,0.8267263686536979
594088,0.0787705911187219
594089,0.7242782790107911
594090,0.8201116746653698
594091,0.7199008090293799
594092,0.3644895540895209
594093,0.8134185211753469
594094,0.2180897698255817
594095,0.7844701434284975
594096,0.0143966930419312
594097,0.8061044020849139
594098,0.6928083315097052
594099,0.8217385800554311
594100,0.7752453582779756
594101,0.8135978610405226
594102,0.2898852499863328
594103,0.7644097509187908
594104,0.8290638075538475
594105,0.8230217559942997
594106,0.8213456950152836
594107,0.7794064143300021
594108,0.8017138834735646
594109,0.836884543649685
594110,0.8322076688746702
594111,0.6300477336033982
594112,0.7669331421242721
594113,0.7309145021136068
594114,0.8300651467434226
594115,0.0284950134654908
594116,0.7436655664044625
594117,0.0150438175610871
594118,0.0386110061709679
594119,0.7090030697759542
594120,0.8304243945340599
594121,0.7972709238497153
594122,0.8409286826032989
594123,0.8283238768194359
594124,0.8157463000547416
594125,0.4017594527274104
594126,0.0506796847646525
594127,0.6469912797166972
594128,0.0256393744178137
594129,0.8355140407803969
594130,0.8277384826600479
594131,0.3491255649694063
594132,0.8440170573094095
594133,0.818678115532661
594134,0.7664042435442169
594135,0.0191646350581823
594136,0.835467236878477
594137,0.7972957179816524
594138,0.7941770987544052
594139,0.7944946176765664
594140,0.8269254433505004
594141,0.8296230726488839
594142,0.763889968891827
594143,0.8130826225966703
594144,0.6115108285399535
594145,0.8377554673031171
594146,0.8404723421520384
594147,0.826163557007545
594148,0.7837025272186102
594149,0.3466360772308624
594150,0.8380468983235145
594151,0.8128722402364903
594152,0.8435608920062776
594153,0.8358665603752913
594154,0.7875768123017062
594155,0.031966202411981
594156,0.6081743663761614
594157,0.6020771463261559
594158,0.8045196194636011
594159,0.8090969623065546
594160,0.7539221816805624
594161,0.8411598665340053
594162,0.841751134602428
594163,0.8232614110224421
594164,0.3837848236621041
594165,0.0136368531065947
594166,0.8370233539310322
594167,0.8361298393754653
594168,0.776597946617051
594169,0.762496326911739
594170,0.8298513765156128
594171,0.7919494846942092
594172,0.0132735596312175
594173,0.0204711484655289
594174,0.8335646974866795
594175,0.0940405444063463
594176,0.8240591968099803
594177,0.7443334148801756
594178,0.6612091615689788
594179,0.6700270566407776
594180,0.7868930819576403
594181,0.7235481360671299
594182,0.8081358940659973
594183,0.0166821087151455
594184,0.8256369277321507
594185,0.82476824127956
594186,0.812504022553378
594187,0.018740324394149
594188,0.8282946210345027
594189,0.8441857258306487
594190,0.3257059091593219
594191,0.8368971437166235
594192,0.8290745939838964
594193,0.7655693427031196
594194,0.5891336758808163
594195,0.8186118035035457
594196,0.7653868378800149
594197,0.5670880757403661
594198,0.8020382305450902
594199,0.8339592794752339
594200,0.8371002952874114
594201,0.8276338477273069
594202,0.0244267221846519
594203,0.8429648948954258
594204,0.8102566170934932
594205,0.6870257880322905
594206,0.7917850945068312
594207,0.0985596703803698
594208,0.0313669767751142
594209,0.817333365228341
594210,0.8353063483669378
594211,0.7578753819732251
594212,0.8401161329554725
594213,0.0366644436192506
594214,0.7914644629669682
594215,0.7975564995686755
594216,0.8384882300590918
594217,0.8036419711614511
594218,0.6155630656408968
594219,0.8313994331193437
594220,0.832076829491674
594221,0.8415793449899821
594222,0.2925205383575132
594223,0.8210903900334315
594224,0.839270074793897
594225,0.798012564100621
594226,0.8442831669316944
594227,0.7845187523674038
594228,0.8133505124929289
594229,0.498128267174219
594230,0.838520071757517
594231,0.755376331088615
594232,0.8347149797830112
594233,0.807314438213617
594234,0.0790510890473853
594235,0.6619705130957315
594236,0.8160826600853955
594237,0.7140339434705381
594238,0.8354218174813612
594239,0.8340184440925995
594240,0.8410947035129646
594241,0.0195773505953789
594242,0.843299498031879
594243,0.6507738198053006
594244,0.6529971603677565
594245,0.0287593642822132
594246,0.2950094536521415
594247,0.8198077854392433
594248,0.8195042164462907
594249,0.8388360556430363
594250,0.0227154808734652
594251,0.807435195144047
594252,0.8126791223535528
594253,0.019705334058617
594254,0.8393940002553009
594255,0.7657581413434642
594256,0.8401040052100754
594257,0.8380621986085218
594258,0.6733463645152034
594259,0.8091433740765057
594260,0.1416429163594577
594261,0.7881835909225308
594262,0.7429675537057314
594263,0.7863429120805798
594264,0.7820923034661804
594265,0.8099674146984216
594266,0.829540689491405
594267,0.8286320397221405
594268,0.7399110758288832
594269,0.0435398800220529
594270,0.6571595721289946
594271,0.8068919588502252
594272,0.7202083070965593
594273,0.1023148922424757
594274,0.0231126273466859
594275,0.7686691002996485
594276,0.8443868510275347
594277,0.8255289573715627
594278,0.8402111385172417
594279,0.8219302439413728
594280,0.6991463116350852
594281,0.6656197886322746
594282,0.7633919675963979
594283,0.7845079481458272
594284,0.8214429016831855
594285,0.7877999991962858
594286,0.8408294855279246
594287,0.7340490258557237
594288,0.0174729377492824
594289,0.8392714695777921
594290,0.0188105686662203
594291,0.3765121845263701
594292,0.7810432131707803
594293,0.0125250072322004
594294,0.8406457792189501
594295,0.8107582471369544
594296,0.8374427490158156
594297,0.8236592808975476
594298,0.8237854016687574
594299,0.2946243591187814
594300,0.8071317299928576
594301,0.8405846736288307
594302,0.7312690489894844
594303,0.8427089801349577
594304,0.8451633545231767
594305,0.8162252630816198
594306,0.8043907074955767
594307,0.8291734489442839
594308,0.8413687331107782
594309,0.8269746636144275
594310,0.8278587600714575
594311,0.8011317656868233
594312,0.828078610135973
594313,0.6007993823486594
594314,0.7197918793612097
594315,0.827809234030954
594316,0.3692667544800905
594317,0.8430454269544301
594318,0.0325310742426593
594319,0.800141243033236
594320,0.7927265955970002
594321,0.7040057666330247
594322,0.7198821914411748
594323,0.8395906167318432
594324,0.8357377037781666
594325,0.8316477304640215
594326,0.2919380380560158
594327,0.8354689668535802
594328,0.028096061268576
594329,0.8426524622524962
594330,0.8333769580312135
594331,0.8409589904942145
594332,0.8165707678208975
594333,0.8340650627111033
594334,0.0132154827229521
594335,0.8377603201061917
594336,0.7269286513333196
594337,0.6883607072827168
594338,0.8376462508791489
594339,0.7923415091991499
594340,0.8449570422382591
594341,0.5105470000454431
594342,0.1441316484480242
594343,0.8376930492008886
594344,0.7269817092033403
594345,0.7781652620063092
594346,0.8414590817061949
594347,0.8210586571445335
594348,0.8257025092424646
594349,0.8127270990410596
594350,0.6210851878201755
594351,0.8378537455180218
594352,0.8331419916021923
594353,0.6520670871519381
594354,0.0309997297784296
594355,0.8111352992267491
594356,0.7940117660663434
594357,0.8110773348465745
594358,0.1759562938070075
594359,0.8298364009379959
594360,0.0180296163467722
594361,0.1688359101109959
594362,0.02051026463598
594363,0.8216692160819627
594364,0.8411796368533302
594365,0.8437398263629159
594366,0.7305417912372708
594367,0.7730712700604793
594368,0.6842550616555456
594369,0.6859281232444834
594370,0.2248989722013115
594371,0.829937835306301
594372,0.8205018681471823
594373,0.6365530108559457
594374,0.7959951715085826
594375,0.0288279802787097
594376,0.7988274105611869
594377,0.8001675399171513
594378,0.7855245517100782
594379,0.7232192139487457
594380,0.837637921011397
594381,0.793384106688918
594382,0.7685650471008012
594383,0.1602733923917989
594384,0.7554999268457648
594385,0.8182797196627671
594386,0.0152171223030598
594387,0.7928358143503618
594388,0.7725055508097138
594389,0.8159068609386577
594390,0.8359831571316212
594391,0.8201618086212007
594392,0.8275139142667058
594393,0.8425618093790206
594394,0.8210238486511605
594395,0.0231851680818421
594396,0.838514690070842
594397,0.8435969237082146
594398,0.8135129146118469
594399,0.8178840546724819
594400,0.8225403093004889
594401,0.8239218099113677
594402,0.015361689535846
594403,0.8334865052630918
594404,0.0225233826550874
594405,0.669588031890033
594406,0.8244015728165948
594407,0.6477276871400754
594408,0.6787569949312967
594409,0.7791341539522121
594410,0.1762807318479649
594411,0.8382576689563436
594412,0.8273417862678997
594413,0.8144552426030347
594414,0.1350844997368901
594415,0.8424725867863596
594416,0.4995554825388685
594417,0.5143072827552814
594418,0.7794663036270707
594419,0.0160209465513871
594420,0.8413961556917415
594421,0.687233651735039
594422,0.1110351926289273
594423,0.798052429500129
594424,0.5118795308339792
594425,0.7955649908373308
594426,0.8182531697407085
594427,0.8225778832501159
594428,0.7954332294578931
594429,0.7342556725091836
594430,0.7967953076137431
594431,0.7961386155374133
594432,0.8209101379864139
594433,0.8363157126666813
594434,0.8347254882175568
594435,0.7184353660090061
594436,0.8445711768734742
594437,0.8073254574762696
594438,0.3256148088329255
594439,0.8449247497742277
594440,0.8438930308717116
594441,0.8340826069732532
594442,0.0177763486667031
594443,0.6958655908787623
594444,0.8155708287923963
594445,0.7295045819947026
594446,0.8274926785480253
594447,0.8434143190525049
594448,0.6992194473935974
594449,0.7153514108692403
594450,0.8278524619580108
594451,0.7785115495142771
594452,0.7718183961654008
594453,0.8227821546331846
594454,0.8317439444661846
